City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
589,Nelson Bay,-32.7167,152.15,80.6,47,75,14.97,AU,2021-02-07 01:58:30,broken clouds
590,Kamaishi,39.2667,141.8833,33.8,100,75,1.14,JP,2021-02-07 01:58:28,light rain
591,Hvolsvollur,63.7533,-20.2243,27.61,91,0,11.05,IS,2021-02-07 01:58:30,clear sky
592,Peniche,39.3558,-9.3811,53.01,69,0,8.01,PT,2021-02-07 01:58:30,clear sky
593,Grigoropolisskaya,45.2972,41.0567,26.06,98,100,5.26,RU,2021-02-07 01:58:30,snow
594,Kaka,37.3482,59.6143,50.49,74,100,8.34,TM,2021-02-07 01:58:31,overcast clouds
595,Taganak,6.0833,118.3,82.4,83,20,2.3,PH,2021-02-07 01:58:31,few clouds
596,Acarau,-2.8856,-40.12,77.79,84,68,10.25,BR,2021-02-07 01:58:31,broken clouds
597,Port Hedland,-20.3167,118.5667,87.8,51,40,11.5,AU,2021-02-07 01:58:31,scattered clouds
598,Ahuimanu,21.4447,-157.8378,77.0,47,1,10.36,US,2021-02-07 01:57:55,clear sky
599,Ulladulla,-35.35,150.4667,77.0,50,75,1.14,AU,2021-02-07 01:55:27,broken clouds
600,Staunton,38.1496,-79.0717,39.0,52,40,3.44,US,2021-02-07 01:58:32,scattered clouds
601,Praya,14.9215,-23.5087,68.0,64,75,20.71,CV,2021-02-07 01:58:24,broken clouds
602,Undory,54.6085,48.3928,-4.0,71,100,11.18,RU,2021-02-07 01:58:32,overcast clouds
603,Kotelnikovo,47.6317,43.1461,24.71,85,1,11.81,RU,2021-02-07 01:58:32,clear sky
604,Aanekoski,62.6946,25.818,15.8,86,90,11.5,FI,2021-02-07 01:58:32,light snow
605,Shar,49.5886,81.0453,28.33,93,100,25.79,KZ,2021-02-07 01:58:32,light snow
606,Fare,-16.7,-151.0167,82.09,68,34,10.76,PF,2021-02-07 01:58:33,moderate rain
607,Comodoro Rivadavia,-45.8667,-67.5,55.4,71,40,8.05,AR,2021-02-07 01:57:27,scattered clouds
608,Mangan,27.5167,88.5333,51.4,44,6,5.61,IN,2021-02-07 01:58:33,clear sky
609,Sayaxche,16.5167,-90.1667,72.1,79,2,1.97,GT,2021-02-07 01:58:33,clear sky
610,Alexandria,31.2156,29.9553,55.4,94,0,3.44,EG,2021-02-07 01:55:07,clear sky
611,Launceston,-41.45,147.1667,72.0,45,4,13.8,AU,2021-02-07 01:58:33,clear sky
612,Eyl,7.9803,49.8164,74.7,81,52,12.57,SO,2021-02-07 01:55:00,broken clouds
613,Tual,-5.6667,132.75,83.88,79,100,20.42,ID,2021-02-07 01:58:33,moderate rain
614,Khani,41.9563,42.9566,46.4,81,0,12.66,GE,2021-02-07 01:55:01,clear sky
615,Channel-Port Aux Basques,47.5702,-59.1367,32.04,90,95,32.88,CA,2021-02-07 01:58:34,overcast clouds
616,Baherden,38.4362,57.4316,50.85,74,100,8.57,TM,2021-02-07 01:58:34,overcast clouds
617,Muscat,23.6139,58.5922,64.4,63,0,7.27,OM,2021-02-07 01:58:34,clear sky
618,Verkhnyaya Inta,65.9811,60.3094,-19.64,85,100,14.32,RU,2021-02-07 01:58:34,overcast clouds
619,Genhe,50.7833,121.5167,-8.16,84,36,1.77,CN,2021-02-07 01:58:35,scattered clouds
620,Ambilobe,-13.2,49.05,72.72,94,99,2.75,MG,2021-02-07 01:58:35,overcast clouds
621,Tsiroanomandidy,-18.7667,46.0333,68.4,93,100,1.19,MG,2021-02-07 01:58:35,overcast clouds
622,Purpe,64.4803,76.6897,-1.91,93,100,18.16,RU,2021-02-07 01:58:35,light snow
623,Pouebo,-20.4,164.5667,83.66,58,16,3.47,NC,2021-02-07 01:58:35,few clouds
624,Luganville,-15.5333,167.1667,84.61,66,34,8.1,VU,2021-02-07 01:58:35,scattered clouds
625,Windsor,42.3001,-83.0165,18.0,67,90,8.05,CA,2021-02-07 01:58:35,overcast clouds
626,Lompoc,34.6391,-120.4579,60.8,63,1,9.22,US,2021-02-07 01:58:36,clear sky
627,Tramandai,-29.9847,-50.1336,67.46,75,44,5.08,BR,2021-02-07 01:58:36,scattered clouds
628,Olafsvik,64.8945,-23.7142,33.49,84,24,16.08,IS,2021-02-07 01:58:36,few clouds
629,Taborfalva,47.0994,19.4784,35.6,93,90,6.91,HU,2021-02-07 01:58:36,overcast clouds
630,Wilmington,34.2257,-77.9447,46.99,66,90,9.22,US,2021-02-07 01:58:36,light rain
631,Santa Isabel,-23.3156,-46.2214,68.0,88,90,5.75,BR,2021-02-07 01:58:37,overcast clouds
632,Leon Valley,29.4952,-98.6186,66.2,22,1,8.05,US,2021-02-07 01:57:45,clear sky
633,Zarand,30.8127,56.564,46.83,45,10,4.07,IR,2021-02-07 01:58:37,clear sky
634,Olinda,-8.0089,-34.8553,78.8,73,40,4.61,BR,2021-02-07 01:58:37,scattered clouds
635,Pleasanton,37.6624,-121.8747,64.4,25,1,8.05,US,2021-02-07 01:55:49,clear sky
636,Kano,12.0001,8.5167,59.0,41,100,4.61,NG,2021-02-07 01:58:37,haze
637,Balestrand,61.2076,6.5334,6.01,86,0,1.01,NO,2021-02-07 01:58:37,clear sky
638,Venice,27.0998,-82.4543,72.0,94,1,13.8,US,2021-02-07 01:55:42,mist
639,Dakar,14.6937,-17.4441,62.6,72,46,16.11,SN,2021-02-07 01:56:23,scattered clouds
640,Najran,17.4924,44.1277,59.0,51,0,3.44,SA,2021-02-07 01:58:38,clear sky
641,Half Moon Bay,37.4636,-122.4286,61.0,71,1,8.05,US,2021-02-07 01:58:38,clear sky
642,Boddam,57.4667,-1.7833,33.8,64,90,16.11,GB,2021-02-07 01:58:38,light snow
643,Sola,-13.8833,167.55,82.33,70,59,3.4,VU,2021-02-07 01:58:23,broken clouds
644,Quthing,-30.4,27.7003,62.2,79,0,1.63,LS,2021-02-07 01:58:38,clear sky
645,Chake Chake,-5.2459,39.7666,77.59,82,71,5.57,TZ,2021-02-07 01:58:39,broken clouds
646,Vanimo,-2.6741,141.3028,80.37,83,100,3.65,PG,2021-02-07 01:58:39,overcast clouds
647,Hearst,49.6835,-83.6665,-11.2,77,98,3.44,CA,2021-02-07 01:58:39,overcast clouds
648,Hualmay,-11.0964,-77.6139,70.99,75,100,6.85,PE,2021-02-07 01:58:39,overcast clouds
649,Coracao De Jesus,-16.6853,-44.365,67.05,96,100,7.47,BR,2021-02-07 01:58:39,light rain
650,Panguna,-6.3164,155.4848,85.46,58,91,1.54,PG,2021-02-07 01:56:46,light rain
651,Arcata,40.8665,-124.0828,51.01,81,1,12.66,US,2021-02-07 01:58:39,clear sky
652,Oistins,13.0667,-59.5333,77.07,78,100,17.34,BB,2021-02-07 01:57:52,overcast clouds
653,Traipu,-9.9706,-37.0033,78.04,66,87,8.34,BR,2021-02-07 01:58:40,overcast clouds
654,Merauke,-8.4667,140.3333,84.38,77,98,15.1,ID,2021-02-07 01:58:40,overcast clouds
655,Nadym,65.5333,72.5167,-14.46,89,100,18.05,RU,2021-02-07 01:58:40,light snow
656,Santa Cruz Cabralia,-16.2781,-39.0247,78.8,83,75,4.61,BR,2021-02-07 01:58:40,broken clouds
657,Rio Grande,-32.035,-52.0986,66.99,96,0,10.67,BR,2021-02-07 01:56:30,clear sky
658,San Patricio,28.017,-97.5169,64.4,55,1,3.44,US,2021-02-07 01:58:41,clear sky
659,Jesus Maria,-30.9815,-64.0942,75.0,88,0,6.91,AR,2021-02-07 01:58:41,clear sky
660,Wajima,37.4,136.9,48.61,76,99,17.4,JP,2021-02-07 01:58:41,overcast clouds
661,San Francisco,37.7749,-122.4194,61.0,55,20,13.8,US,2021-02-07 01:55:53,few clouds
662,Innisfail,-17.5333,146.0333,87.17,68,77,6.44,AU,2021-02-07 01:58:41,broken clouds
663,Saint-Pierre,-21.3393,55.4781,78.8,69,40,6.91,RE,2021-02-07 01:58:41,scattered clouds
664,Basco,20.4487,121.9702,74.14,88,99,22.88,PH,2021-02-07 01:58:41,overcast clouds
665,Mount Pleasant,32.7941,-79.8626,46.99,100,90,9.22,US,2021-02-07 01:54:15,moderate rain
666,Shitanjing,39.2342,106.3439,28.63,76,0,1.07,CN,2021-02-07 01:58:42,clear sky
667,Taoudenni,22.6783,-3.9836,59.5,35,70,9.78,ML,2021-02-07 01:58:42,broken clouds
668,Shimoda,34.6667,138.95,55.0,55,0,1.99,JP,2021-02-07 01:55:41,clear sky
669,Litovko,49.2361,135.1742,-2.29,90,100,1.86,RU,2021-02-07 01:58:42,light snow
670,Kjollefjord,70.9457,27.3465,25.9,94,100,21.83,NO,2021-02-07 01:58:43,light snow
671,Kupang,-10.1667,123.5833,84.2,84,75,10.36,ID,2021-02-07 01:58:43,broken clouds
672,Dicabisagan,17.0818,122.4157,79.95,77,66,4.07,PH,2021-02-07 01:58:43,broken clouds
673,Omsukchan,62.5333,155.8,-2.04,88,100,9.69,RU,2021-02-07 01:58:43,overcast clouds
674,Tomatlan,19.9333,-105.25,68.09,91,2,3.29,MX,2021-02-07 01:58:43,clear sky
675,Gerash,27.6652,54.1371,48.2,71,0,5.23,IR,2021-02-07 01:58:43,clear sky
676,Manzanillo,20.3433,-77.1167,74.93,82,0,3.6,CU,2021-02-07 01:58:18,light rain
677,Galle,6.0367,80.217,77.2,85,55,6.51,LK,2021-02-07 01:58:43,broken clouds
678,Sicamous,50.8331,-118.9856,37.4,52,100,4.61,CA,2021-02-07 01:58:44,overcast clouds
679,Okhotsk,59.3833,143.3,3.43,86,100,21.81,RU,2021-02-07 01:55:53,overcast clouds
680,Goya,-29.14,-59.2626,68.86,59,0,6.13,AR,2021-02-07 01:58:44,clear sky
681,Pestovo,58.5938,35.8024,1.6,92,99,8.37,RU,2021-02-07 01:58:44,overcast clouds
682,Drumheller,51.4617,-112.7101,-7.01,71,100,5.75,CA,2021-02-07 01:58:44,light snow
683,Gualaquiza,-3.4,-78.55,64.4,90,100,1.32,EC,2021-02-07 01:58:44,overcast clouds
684,Maine-Soroa,13.2114,12.0241,61.2,34,95,10.16,NE,2021-02-07 01:58:44,overcast clouds
685,Villarrica,-25.75,-56.4333,63.91,79,0,4.25,PY,2021-02-07 01:58:45,clear sky
686,Chuchkovo,54.2693,41.4465,-8.03,90,94,11.25,RU,2021-02-07 01:58:45,overcast clouds
687,Tolbazy,54.0241,55.8825,1.4,78,75,20.13,RU,2021-02-07 01:58:45,broken clouds
688,Pangoa,-12.1167,-73.0,69.96,95,100,1.81,PE,2021-02-07 01:58:45,overcast clouds
689,Penzance,50.1186,-5.5371,39.0,93,75,11.5,GB,2021-02-07 01:57:19,broken clouds
690,Kismayo,-0.3582,42.5454,75.54,87,0,11.14,SO,2021-02-07 01:58:41,clear sky
691,Atherton,53.5237,-2.4935,39.0,80,89,5.01,GB,2021-02-07 01:58:45,overcast clouds
692,Matara,5.9485,80.5353,75.43,87,43,3.98,LK,2021-02-07 01:58:32,scattered clouds
