City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
180,Venado Tuerto,-33.7456,-61.9688,89.01,57,0,4,AR,2/6/2021 17:12
181,Pedasi,7.5333,-80.0333,82.18,71,87,9.08,PA,2/6/2021 17:12
182,Arlit,18.7369,7.3853,80.92,13,100,9.06,NE,2/6/2021 17:12
183,Nago,26.5881,127.9761,68,82,20,4.61,JP,2/6/2021 17:12
184,Port Lincoln,-34.7333,135.8667,60.62,82,78,13.58,AU,2/6/2021 17:09
185,Hailar,49.2,119.7,-12.71,85,1,4.34,CN,2/6/2021 17:12
186,Vanavara,60.34,102.2797,-0.42,93,100,4.56,RU,2/6/2021 17:12
187,Hobyo,5.3505,48.5268,77.99,72,2,12.86,SO,2/6/2021 17:12
188,Nishihara,26.1842,127.7558,68,72,20,6.91,JP,2/6/2021 17:12
189,Bambous Virieux,-20.3428,57.7575,80.01,83,20,5.75,MU,2/6/2021 17:12
190,Faanui,-16.4833,-151.75,81.48,69,0,10.04,PF,2/6/2021 17:09
191,Luanda,-8.8368,13.2343,82.4,74,20,11.5,AO,2/6/2021 17:12
192,Bandarbeyla,9.4942,50.8122,76.93,78,15,13.29,SO,2/6/2021 17:09
193,Kaoma,-14.7833,24.8,72.25,82,96,3.42,ZM,2/6/2021 17:12
194,Leningradskiy,69.3833,178.4167,-13.34,79,74,6.46,RU,2/6/2021 17:12
195,Tsybli,49.9948,31.5628,23,79,75,11.18,UA,2/6/2021 17:12
196,Maiduguri,11.8464,13.1603,79.66,21,35,13.18,NG,2/6/2021 17:12
197,Marfino,55.7028,37.3822,3.99,78,75,13.42,RU,2/6/2021 17:12
198,Marawi,7.9986,124.2928,75,91,99,5.01,PH,2/6/2021 17:12
199,Honiara,-9.4333,159.95,78.22,85,100,7.43,SB,2/6/2021 17:12
200,Kupang,-10.1667,123.5833,79.43,83,95,7.85,ID,2/6/2021 17:12
201,Springdale,36.1867,-94.1288,46,61,75,4.61,US,2/6/2021 17:12
202,La Tuque,47.4334,-72.7824,19.4,63,77,8.05,CA,2/6/2021 17:12
203,Camana,-16.6228,-72.7111,75.72,65,95,8.3,PE,2/6/2021 17:12
204,Sibolga,1.7427,98.7792,77.47,80,72,3.8,ID,2/6/2021 17:12
205,Altamira,-3.2033,-52.2064,89.6,62,40,8.05,BR,2/6/2021 17:12
206,Souillac,-20.5167,57.5167,78.8,83,20,5.75,MU,2/6/2021 17:10
207,Ngunguru,-35.6167,174.5,60.01,91,96,3,NZ,2/6/2021 17:10
208,Vardo,70.3705,31.1107,27.14,94,98,28.03,NO,2/6/2021 17:12
209,Padang,-0.9492,100.3543,75.2,88,20,2.3,ID,2/6/2021 17:12
210,Sakakah,29.9697,40.2064,55.4,58,0,9.22,SA,2/6/2021 17:08
211,Ponta Do Sol,32.6667,-17.1,60.01,60,47,1.99,PT,2/6/2021 17:07
212,Beinamar,8.6698,15.3813,87.91,13,5,4.38,TD,2/6/2021 17:12
213,Roros,62.5747,11.3842,-4,84,0,2.3,NO,2/6/2021 17:12
214,Rundu,-17.9333,19.7667,74.17,78,100,3.65,NA,2/6/2021 17:12
215,Kushmurun,52.4503,64.6311,34.59,97,100,16.71,KZ,2/6/2021 17:12
216,Salekhard,66.53,66.6019,-30.68,81,29,16.91,RU,2/6/2021 17:12
217,Airai,-8.9266,125.4092,60.89,97,100,2.13,TL,2/6/2021 17:10
218,Kazachinskoye,57.6953,93.2761,16.81,97,98,5.61,RU,2/6/2021 17:12
219,Esperance,-33.8667,121.9,59,88,75,12.66,AU,2/6/2021 17:12
220,Hereford,52.0568,-2.7148,37.99,94,76,5.93,GB,2/6/2021 17:12
221,Batagay-Alyta,67.8006,130.4114,-25.31,84,100,1.66,RU,2/6/2021 17:12
222,Torbay,47.6666,-52.7314,37.99,80,90,5.75,CA,2/6/2021 17:11
223,Tarnogskiy Gorodok,60.4997,43.5761,-4.36,89,100,11.27,RU,2/6/2021 17:12
224,Finschhafen,-6.6024,147.8681,81.32,81,97,10.87,PG,2/6/2021 17:12
225,Caravelas,-17.7125,-39.2481,83.12,79,93,10.78,BR,2/6/2021 17:10
226,Alakurtti,66.9672,30.3491,13.84,95,98,6.64,RU,2/6/2021 17:12
227,Sobolevo,54.4299,31.8996,1,93,99,9.51,RU,2/6/2021 17:12
228,Diu,20.7141,70.9822,70.32,30,0,8.68,IN,2/6/2021 17:07
229,Kuching,1.55,110.3333,75.2,100,40,1.14,MY,2/6/2021 17:12
230,Brae,60.3964,-1.353,35.6,51,90,20.71,GB,2/6/2021 17:12
231,Aitape,-3.1374,142.3475,79.14,79,100,4.59,PG,2/6/2021 17:12
232,Tuktoyaktuk,69.4541,-133.0374,-16.6,76,90,16.11,CA,2/6/2021 17:12
233,Srednekolymsk,67.45,153.6833,-21.17,84,6,2.77,RU,2/6/2021 17:10
234,Goderich,43.7501,-81.7165,17.6,67,100,21.85,CA,2/6/2021 17:11
235,San Quintin,30.4833,-115.95,60.1,67,0,2.62,MX,2/6/2021 17:12
236,Shingu,33.7333,135.9833,45,78,0,6.46,JP,2/6/2021 17:09
237,Changji,44.0167,87.3167,12.2,92,75,2.24,CN,2/6/2021 17:07
238,Manokwari,-0.8667,134.0833,78.78,82,100,5.68,ID,2/6/2021 17:12
239,Samarai,-10.6167,150.6667,82.33,77,100,6.08,PG,2/6/2021 17:12
240,Cabo San Lucas,22.8909,-109.9124,73,60,1,8.05,MX,2/6/2021 17:12
241,Kjollefjord,70.9457,27.3465,26.08,94,100,19.3,NO,2/6/2021 17:12
242,Vostok,46.4856,135.8833,-11.34,91,100,2.62,RU,2/6/2021 17:12
243,Bauchi,10.5,10,85.17,16,74,5.68,NG,2/6/2021 17:12
244,Bowen,-20.0167,148.2333,75.2,94,99,3.44,AU,2/6/2021 17:12
245,Tuatapere,-46.1333,167.6833,51.58,86,1,3.74,NZ,2/6/2021 17:12
246,Marzuq,14.4,46.4667,60.89,74,0,6.64,YE,2/6/2021 17:12
247,Hasaki,35.7333,140.8333,41,81,20,8.05,JP,2/6/2021 17:09
248,Barcelos,41.5388,-8.6151,55.4,62,20,18.41,PT,2/6/2021 17:12
249,Camacha,33.0833,-16.3333,60.8,59,40,19.57,PT,2/6/2021 17:12
250,Dongning,44.0622,131.1207,3.69,91,95,1.88,CN,2/6/2021 17:12
251,Kholtoson,50.2981,103.3097,-4.47,83,0,3.18,RU,2/6/2021 17:12
252,Isiro,2.7739,27.616,76.89,30,1,1.81,CD,2/6/2021 17:12
253,Avera,33.194,-82.5271,50,49,90,5.75,US,2/6/2021 17:12
254,Sorong,-0.8833,131.25,80.78,79,100,1.16,ID,2/6/2021 17:12
255,Concarneau,47.875,-3.9225,48.2,66,75,11.5,FR,2/6/2021 17:12
256,Nanortalik,60.1432,-45.2371,24.37,79,0,4.81,GL,2/6/2021 17:10
257,Emerald,-23.5333,148.1667,84.2,65,100,8.05,AU,2/6/2021 17:12
258,Puerto Leguizamo,-0.1934,-74.7819,80.29,82,100,5.12,CO,2/6/2021 17:12
259,Cidreira,-30.1811,-50.2056,75.94,62,56,10.4,BR,2/6/2021 17:12
260,Verkhnyaya Inta,65.9811,60.3094,-28.5,85,56,9.19,RU,2/6/2021 17:12
261,Ponta Delgada,37.7333,-25.6667,59,88,40,17.27,PT,2/6/2021 17:12
262,Bathsheba,13.2167,-59.5167,84.2,58,20,19.57,BB,2/6/2021 17:12
263,Henties Bay,-22.116,14.2845,64.99,87,16,1.99,NA,2/6/2021 17:12
264,Pingliang,35.5392,106.6861,35.8,61,82,4.7,CN,2/6/2021 17:12
265,Hilo,19.7297,-155.09,60.8,72,1,6.91,US,2/6/2021 17:09
266,Lucelia,-21.7203,-51.0189,86,30,75,8.05,BR,2/6/2021 17:12
267,Susanville,40.4163,-120.653,30.2,74,1,1.79,US,2/6/2021 17:12
268,Te Anau,-45.4167,167.7167,52.21,85,26,1.01,NZ,2/6/2021 17:12
269,Kununurra,-15.7667,128.7333,80.6,94,75,5.75,AU,2/6/2021 17:11
270,Mushie,-3.0167,16.9,80.82,74,81,2.33,CD,2/6/2021 17:12
271,Toribio,2.9548,-76.2684,84.2,58,40,4.61,CO,2/6/2021 17:12
272,Divo,5.8397,-5.36,92.68,44,74,3.29,CI,2/6/2021 17:12
273,Qasigiannguit,68.8193,-51.1922,19.4,38,40,17.27,GL,2/6/2021 17:12
274,Kaitangata,-46.2817,169.8464,50.04,93,3,2.93,NZ,2/6/2021 17:12
275,Mehamn,71.0357,27.8492,25.72,94,100,19.71,NO,2/6/2021 17:12
276,Aljezur,37.3191,-8.8033,51.01,100,92,5.01,PT,2/6/2021 17:12
277,Ossora,59.2353,163.0719,16.74,93,100,22.44,RU,2/6/2021 17:12
278,De Aar,-30.6497,24.0123,91.56,11,10,10.27,ZA,2/6/2021 17:12
279,Okhotsk,59.3833,143.3,2.26,90,100,8.72,RU,2/6/2021 17:10
280,Palana,59.1167,159.9667,11.05,93,100,13.2,RU,2/6/2021 17:10
281,Batagay,67.6333,134.6333,-26.81,84,100,1.5,RU,2/6/2021 17:12
282,Ovsyanka,55.9575,92.5519,26.6,68,0,4.47,RU,2/6/2021 17:12
283,Kruisfontein,-34.0033,24.7314,72,80,0,1.99,ZA,2/6/2021 17:12
284,Mazagao,-0.115,-51.2894,91.4,66,40,9.22,BR,2/6/2021 17:12
285,Lac-Megantic,45.5834,-70.8823,26.01,71,94,7,CA,2/6/2021 17:12
286,Frejlev,57.0062,9.8171,24.01,73,20,10.36,DK,2/6/2021 17:12
287,East London,-33.0153,27.9116,77,88,75,6.91,ZA,2/6/2021 17:10
288,Niamey,13.5137,2.1098,93.2,7,96,9.22,NE,2/6/2021 17:12
289,Yulara,-25.2406,130.9889,75.2,35,18,6.91,AU,2/6/2021 17:10
290,Soto La Marina,23.7667,-98.2167,75,78,64,3,MX,2/6/2021 17:12
291,Clyde River,70.4692,-68.5914,-14.8,84,40,3.44,CA,2/6/2021 17:12
292,Makinsk,52.6292,70.4169,28.78,97,100,16.17,KZ,2/6/2021 17:12
293,Ouesso,1.6136,16.0517,84.04,49,92,1.28,CG,2/6/2021 17:12
294,Bozdar,27.1828,68.636,59,67,0,7.74,PK,2/6/2021 17:12
295,Grand Gaube,-20.0064,57.6608,80.01,77,39,4,MU,2/6/2021 17:09
296,Wajir,1.7471,40.0573,89.58,34,12,7.94,KE,2/6/2021 17:12
297,Sandwick,60,-1.25,35.6,51,90,20.71,GB,2/6/2021 17:12
298,Carnarvon,-24.8667,113.6333,80.6,100,75,10.36,AU,2/6/2021 17:11
299,Vila Franca Do Campo,37.7167,-25.4333,59,88,40,17.27,PT,2/6/2021 17:12
300,Mareeba,-17,145.4333,78.8,89,94,2.3,AU,2/6/2021 17:12
301,Jahazpur,25.6167,75.2833,57.13,36,0,3.76,IN,2/6/2021 17:12
302,Boguchany,58.3814,97.4531,12.58,95,100,5.5,RU,2/6/2021 17:12
303,Yook,13.2261,121.964,75.56,87,57,7.81,PH,2/6/2021 17:12
304,Rio Gallegos,-51.6226,-69.2181,60.8,39,20,16.11,AR,2/6/2021 17:12
305,Kamyshla,54.1169,52.1426,-0.4,91,100,15.28,RU,2/6/2021 17:12
306,Sampit,-2.5333,112.95,75.06,96,94,1.68,ID,2/6/2021 17:12
307,Broken Hill,-31.95,141.4333,66.2,63,50,10.36,AU,2/6/2021 17:12
308,Geraldton,-28.7667,114.6,71.6,88,90,23.02,AU,2/6/2021 17:12
